algorithm,comparison_index,local_relative_path,sha256,official_archive_path,official_container_path,match_status,duplicate_count,notes
RDE26,11,data/RDE26/RDE26_CEC26_SOP_F11.txt,0ab51708f0660c40904289cbf76ebaef4cfdaee8dbc2ab1b974b475561574dc8,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F11.txt,exact_sha256_match,4,
RDE26,12,data/RDE26/RDE26_CEC26_SOP_F12.txt,1a288a7e0907af46b3d8855f31a232770ffbc2138321cfb0ab6bcd1b9099b8b6,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F12.txt,exact_sha256_match,4,
RDE26,13,data/RDE26/RDE26_CEC26_SOP_F13.txt,c1a62982e83e855d847b652e32f84929ffec0e5c42d4e48816cbd09f9f288c7e,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F13.txt,exact_sha256_match,4,
RDE26,14,data/RDE26/RDE26_CEC26_SOP_F14.txt,d79a5a60a0c6bc3bd68c19b625a85b2be53dc1c05bb3822b6d3261d4036eca6d,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F14.txt,exact_sha256_match,4,
RDE26,15,data/RDE26/RDE26_CEC26_SOP_F15.txt,b243f4b061602a654005b9f5f2d73e134d190445f39b941ff267e1b72cd453da,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F15.txt,exact_sha256_match,4,
RDE26,16,data/RDE26/RDE26_CEC26_SOP_F16.txt,9903df1ac69c0d2a93a7e630a217618b29c8b62e9cfd4f3781b0d91cc3341fa9,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F16.txt,exact_sha256_match,4,
RDE26,17,data/RDE26/RDE26_CEC26_SOP_F17.txt,4884b32b1c7e48cb0442de695fb7fc505835f36cd77effa9a97089791b44782d,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F17.txt,exact_sha256_match,4,
RDE26,18,data/RDE26/RDE26_CEC26_SOP_F18.txt,c7fc7697d9c0564dc7e87e5bc27c5b06cbdbd35ff478cda4dfedbb7ee39474b0,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F18.txt,exact_sha256_match,4,
RDE26,19,data/RDE26/RDE26_CEC26_SOP_F19.txt,8142bc2d4a7591541b925b2a7d361226f95660cb3c1faa84be516896590f0641,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F19.txt,exact_sha256_match,4,
RDE26,20,data/RDE26/RDE26_CEC26_SOP_F20.txt,0ec52ce21acc580dbffefa9ef0745f86a269cba79cd1a4bad0151b6d3bdac3aa,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F20.txt,exact_sha256_match,4,
RDE26,21,data/RDE26/RDE26_CEC26_SOP_F21.txt,e9afe742bb6d9da72a80d88e91f23d182ab66290e7c9ae7ebd48ab360530f8b6,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F21.txt,exact_sha256_match,4,
RDE26,22,data/RDE26/RDE26_CEC26_SOP_F22.txt,0e2e45b5aa867145c011bc2942ce36070525121f104aa260a4f80e961c60bf60,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F22.txt,exact_sha256_match,4,
RDE26,23,data/RDE26/RDE26_CEC26_SOP_F23.txt,a975fced3d090aa25f73505140e6be55b9b5028237e9923eee6b61b40dedac7d,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F23.txt,exact_sha256_match,4,
RDE26,24,data/RDE26/RDE26_CEC26_SOP_F24.txt,1fe28e322eff2979452120ec6e7c8099fc4a0b59ce3c533cb52a2773fd68ca47,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F24.txt,exact_sha256_match,4,
RDE26,25,data/RDE26/RDE26_CEC26_SOP_F25.txt,df42f5c6f1a43801d65b98b39da8f5e78fd9e4dfc0e5e4825162c6d787468e6b,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F25.txt,exact_sha256_match,4,
RDE26,26,data/RDE26/RDE26_CEC26_SOP_F26.txt,a0de96d0b95f47749ead3c1b57d5e75730051e4fb2f9679b675585d2f769ea5a,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F26.txt,exact_sha256_match,4,
RDE26,27,data/RDE26/RDE26_CEC26_SOP_F27.txt,86d418b9348da56d3c14d63bd86ad7d5ccd7a30c2cc337a1b35bc342005a60d6,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F27.txt,exact_sha256_match,4,
RDE26,28,data/RDE26/RDE26_CEC26_SOP_F28.txt,978adb817edf90af66aeac081e2af039279d52f995546e782703d7a38f02c178,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F28.txt,exact_sha256_match,4,
RDE26,29,data/RDE26/RDE26_CEC26_SOP_F29.txt,2b9975cb0ea102b6bd44d6d76910c46d1e031e77550b97c8bd0f69535198bc85,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDE26(陶)/RDE26_CEC26_SOP_F29.txt,exact_sha256_match,4,
DE-2LS,1,data/DE-2LS/DE-2LS_D30_F1.txt,0b55dc6767c16f2bbf7903a932990b0a5a99461efcdc6a473b1d5e6a6a52f607,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F1.txt,exact_sha256_match,1,
DE-2LS,2,data/DE-2LS/DE-2LS_D30_F2.txt,e158c2c9ed4d7318d4e73cfa11519fe3bf1c526bd83c9770972ee3b1ca7ee71b,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F2.txt,exact_sha256_match,1,
DE-2LS,3,data/DE-2LS/DE-2LS_D30_F3.txt,28fea4375f34ddd550e01ea59c8e9af75bf0a820fc9c49f29f4a15b65404bc3c,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F3.txt,exact_sha256_match,1,
DE-2LS,4,data/DE-2LS/DE-2LS_D30_F4.txt,e2852919615df1a2deb095f3b4eb7df29b586f6fbea7668a0ad93af2b08a19bc,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F4.txt,exact_sha256_match,1,
DE-2LS,5,data/DE-2LS/DE-2LS_D30_F5.txt,3ab23a68a28bdd82077e743d35e8df629e73d31c82f01c6acf31cdfc9173ce4e,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F5.txt,exact_sha256_match,1,
DE-2LS,6,data/DE-2LS/DE-2LS_D30_F6.txt,9442e02a914c37ba678d4e00ca55c59872fffb1f20bc9b01c5b2a7fe1f6ed09d,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F6.txt,exact_sha256_match,1,
DE-2LS,7,data/DE-2LS/DE-2LS_D30_F7.txt,3a1fb1309c65a46aa30e545939fe8a3f736a76de8b083b98cafa3156c59582f4,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F7.txt,exact_sha256_match,1,
DE-2LS,8,data/DE-2LS/DE-2LS_D30_F8.txt,2a7daa0fcedfa18333570c06473bd50c179bc279f9c0ab68f7ec5ee776854011,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F8.txt,exact_sha256_match,1,
DE-2LS,9,data/DE-2LS/DE-2LS_D30_F9.txt,bd09f9619213cd5a0797dacbb2b75a0b366f23f231b9e354f39839887eeb8322,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F9.txt,exact_sha256_match,1,
DE-2LS,10,data/DE-2LS/DE-2LS_D30_F10.txt,ee8fd7dc1e1e2db4a43d13320a368f7e2239f4dbb7b20448614ac7d8f089a1e9,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F10.txt,exact_sha256_match,1,
DE-2LS,11,data/DE-2LS/DE-2LS_D30_F11.txt,dc400ecb7af3c4fdc0f2a9369e7e9be19e266965290e3bdc36b77e628f2a2d67,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F11.txt,exact_sha256_match,1,
DE-2LS,12,data/DE-2LS/DE-2LS_D30_F12.txt,73e7041b20416a19ef9a59d6e2ca74b43b24b511e9d9d6e8c4b5c4cca3dbf608,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F12.txt,exact_sha256_match,1,
DE-2LS,13,data/DE-2LS/DE-2LS_D30_F13.txt,c76eb641c919d12fc2bdca07637cdee5186b7b91074f497f334edb4666adce85,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F13.txt,exact_sha256_match,1,
DE-2LS,14,data/DE-2LS/DE-2LS_D30_F14.txt,8a0b2730e0b3d389ba5bb0c6854738139d1981d11f63b61bf29d3bd36f5d68f7,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F14.txt,exact_sha256_match,1,
DE-2LS,15,data/DE-2LS/DE-2LS_D30_F15.txt,59e9d8d16b58b6bd55a382af095aa22d266a667ff40c158c2434127b04956821,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F15.txt,exact_sha256_match,1,
DE-2LS,16,data/DE-2LS/DE-2LS_D30_F16.txt,3c29eb2d430c2ebe5c96727f862944d15936ff3d327bb89ec8016964625780a6,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F16.txt,exact_sha256_match,1,
DE-2LS,17,data/DE-2LS/DE-2LS_D30_F17.txt,a3f11765d50c56dc0e67f0b6db9bfd0470f317a2467a2aa7c39ec3fc8ec787bc,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F17.txt,exact_sha256_match,1,
DE-2LS,18,data/DE-2LS/DE-2LS_D30_F18.txt,a6115ef11dccd59385b94116f8440367fdd2e42866138685ffb7f94356181f00,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F18.txt,exact_sha256_match,1,
DE-2LS,19,data/DE-2LS/DE-2LS_D30_F19.txt,00ee1e3c574b75f9bc6d52a4b9bf18e904afc25b00e0eee2fadc8fcba550f9b0,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F19.txt,exact_sha256_match,1,
DE-2LS,20,data/DE-2LS/DE-2LS_D30_F20.txt,481a52716ffc3392cf32801a25ac8057db082d0e34a8190845845244fa153d46,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F20.txt,exact_sha256_match,1,
DE-2LS,21,data/DE-2LS/DE-2LS_D30_F21.txt,fe5ff726f19d52fad335ceeb748eec802c91ab9f4e74fcf7dce8a59335105a2f,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F21.txt,exact_sha256_match,1,
DE-2LS,22,data/DE-2LS/DE-2LS_D30_F22.txt,49323e8e0b97645d28e3f0b206901c846d2223aecb304a4da7c29a3405f62fb3,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F22.txt,exact_sha256_match,1,
DE-2LS,23,data/DE-2LS/DE-2LS_D30_F23.txt,9df4d47610443ac092d86719c222cb642a36833bf42ecb50e17a640cabefb497,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F23.txt,exact_sha256_match,1,
DE-2LS,24,data/DE-2LS/DE-2LS_D30_F24.txt,764bf464f07a3980e29dc11e4a476089fd3f51277e41c0588099f3786bd59ad2,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F24.txt,exact_sha256_match,1,
DE-2LS,25,data/DE-2LS/DE-2LS_D30_F25.txt,7cf710ea8a96772c4a4d5ad0c24ad9d68a5438adcdbe5125ee23aeb00db10004,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F25.txt,exact_sha256_match,1,
DE-2LS,26,data/DE-2LS/DE-2LS_D30_F26.txt,e180c75ef79c500c0f21efb8a35d16a2e1117cfd079a578fadc9912a7780862d,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F26.txt,exact_sha256_match,1,
DE-2LS,27,data/DE-2LS/DE-2LS_D30_F27.txt,b35d32f9fbecb85f79d69f6cf8eb2475827ff426f33ea7543abaf0446ca3144a,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F27.txt,exact_sha256_match,1,
DE-2LS,28,data/DE-2LS/DE-2LS_D30_F28.txt,df821830cd4703c8a5b10dfff6bc9f7f430b9e7a3dce2df3fbae4e0e4556e19c,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F28.txt,exact_sha256_match,1,
DE-2LS,29,data/DE-2LS/DE-2LS_D30_F29.txt,0baf9fbfae16885de59726e4998c0b06b78b95d03e69577b185f711f48e67e7a,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/DE-2LS_results/DE-2LS_D30_F29.txt,exact_sha256_match,1,
RDEx,1,data/RDEx/RDEx_D30_F1.txt,83c69a9527ce2a9aa9a38e9419a0fc5791870680923c5ba95f4b581f89845fcd,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F1.txt,exact_sha256_match,1,
RDEx,2,data/RDEx/RDEx_D30_F2.txt,d0798ae66866ce2ac1ee55bd431b84122082f6a6ffb22ce305a54ba7a7772390,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F2.txt,exact_sha256_match,1,
RDEx,3,data/RDEx/RDEx_D30_F3.txt,2f55faa2fb68cd02c948ff2cd3fe0d38829c1508e95ba673ae220ff0824e6e5a,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F3.txt,exact_sha256_match,1,
RDEx,4,data/RDEx/RDEx_D30_F4.txt,13c7e0e9bb22ed885d383fc20caef890ea0b9bb548051c5de602cc674a3f8893,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F4.txt,exact_sha256_match,1,
RDEx,5,data/RDEx/RDEx_D30_F5.txt,d58b0571e610b5e184ca2beb2aab6600c86f1c54b62edf45d9c29669ade40d3c,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F5.txt,exact_sha256_match,1,
RDEx,6,data/RDEx/RDEx_D30_F6.txt,cc81a9f7e305ef693b7dfed10985cc4fa3869addd72b9f78c73cf60511ff6d24,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F6.txt,exact_sha256_match,1,
RDEx,7,data/RDEx/RDEx_D30_F7.txt,f2ffa9f6e6751bf8543ba5b627bd376b509d60ec42541b4cdc4c4dc2c2ecd037,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F7.txt,exact_sha256_match,1,
RDEx,8,data/RDEx/RDEx_D30_F8.txt,438c9b7370d464f22a241636737a5e692de83167f7116ade49cd5ef7d79d0c06,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F8.txt,exact_sha256_match,1,
RDEx,9,data/RDEx/RDEx_D30_F9.txt,3f34791b9410caed3bfb566be604116561bf6e33d0b66d98ae6b6e898e61d540,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F9.txt,exact_sha256_match,1,
RDEx,10,data/RDEx/RDEx_D30_F10.txt,0a402c0e44c7b4107f0d09df9a4efe042a104a9a7d8c4ea820fff0c8c73aea89,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F10.txt,exact_sha256_match,1,
RDEx,11,data/RDEx/RDEx_D30_F11.txt,76ff06b269c75fb21d39cb8c6694a8ef4855c31855e5561d2e464256a224e242,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F11.txt,exact_sha256_match,1,
RDEx,12,data/RDEx/RDEx_D30_F12.txt,a1300e06e149088256e3ec6043d81fa36ae059accb6f4e7323c034bf16bd48cf,archives/official/CEC2026-SOP竞赛.zip,CEC2026-SOP竞赛/Submission results IEEE UCOPs CEC 2026/Submission results IEEE UCOPs CEC 2026/Compared algorithms/RDEx/RDEx_D30_F12.txt,exact_sha256_match,1,
